isolate_name,isolate_species,isolate_colDate,isolate_colLocation,isolate_sourceType,isolate_sourceName,profile_1,profile_2,profile_3
Isolate1147,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1148,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1149,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1150,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1151,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1152,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1153,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1154,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1155,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1156,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1157,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1158,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1159,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1160,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1161,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1162,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1163,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1164,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1165,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1166,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1167,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1168,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1169,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1170,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1171,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1172,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1173,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1174,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1175,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1176,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1177,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1178,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1179,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1180,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1181,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1182,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1183,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1184,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1185,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1186,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1187,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1188,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1189,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1190,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1191,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1192,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1193,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1194,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1195,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1196,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1197,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1198,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1199,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1200,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1201,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1202,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1203,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1204,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1205,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1206,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1207,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1208,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1209,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1210,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1211,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1212,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1213,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1214,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1215,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1216,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1217,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1218,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1219,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1220,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1221,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1222,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1223,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1224,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1225,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1226,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1227,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1228,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1229,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1230,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1231,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1232,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1233,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1234,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1235,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1236,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1237,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1238,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1239,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1240,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1241,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1242,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1243,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1244,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1245,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1246,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1247,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1248,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1249,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1250,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1251,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1252,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1253,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1254,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1255,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1256,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1257,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1258,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1259,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1260,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1261,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1262,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1263,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1264,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1265,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1266,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1267,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1268,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1269,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1270,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1271,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1272,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1273,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1274,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1275,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1276,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1277,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1278,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1279,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1280,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1281,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1282,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1283,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1284,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1285,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1286,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1287,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1288,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1289,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1290,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1291,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1292,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1293,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1294,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1295,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1296,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1297,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1298,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1299,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1300,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1301,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1302,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1303,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1304,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1305,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1306,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1307,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1308,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1309,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1310,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1311,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1312,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1313,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1314,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1315,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1316,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1317,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1318,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1319,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1320,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1321,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1322,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1323,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1324,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1325,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1326,Species1,2019-08-16,Ward 4,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1327,Species1,2018-01-27,Ward 4,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1328,Species1,2019-12-17,Ward 4,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1329,Species1,2020-01-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1330,Species1,2019-11-20,Ward 4,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1331,Species1,2019-11-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1332,Species1,2019-12-20,Ward 4,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1333,Species2,2019-09-22,Ward 4,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1334,Species2,2019-12-17,Ward 4,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1335,Species2,2019-04-06,Ward 4,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1336,Species2,2019-09-02,Ward 4,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1337,Species2,2019-04-28,Ward 4,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1338,Species2,2019-11-20,Ward 4,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1339,Species2,2019-09-24,Ward 4,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1340,Species2,2019-09-28,Ward 4,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1341,Species2,2019-04-29,Ward 4,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1342,Species2,2019-05-01,Ward 4,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1343,Species1,2018-03-28,Ward 4,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1344,Species1,2018-08-05,Ward 4,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1345,Species1,2019-08-16,Ward 4,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1346,Species1,2018-01-27,Ward 4,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1347,Species1,2019-12-17,Ward 4,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1348,Species1,2020-01-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1349,Species1,2019-11-20,Ward 4,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1350,Species1,2019-11-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1351,Species1,2019-12-20,Ward 4,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1352,Species2,2019-09-22,Ward 4,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1353,Species2,2019-12-17,Ward 4,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1354,Species2,2019-04-06,Ward 4,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1355,Species2,2019-09-02,Ward 4,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1356,Species2,2019-04-28,Ward 4,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1357,Species2,2019-11-20,Ward 4,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1358,Species2,2019-09-24,Ward 4,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1359,Species2,2019-09-28,Ward 4,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1360,Species2,2019-04-29,Ward 4,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1361,Species2,2019-05-01,Ward 4,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1362,Species1,2018-03-28,Ward 4,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1363,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1364,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1365,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1366,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1367,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1368,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1369,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1370,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1371,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1372,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1373,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1374,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1375,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1376,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1377,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1378,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1379,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1380,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1381,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1382,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1383,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1384,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1385,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1386,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1387,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1388,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1389,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1390,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1391,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1392,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1393,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1394,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1395,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1396,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1397,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1398,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1399,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1400,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1401,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1402,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1403,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1404,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1405,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1406,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1407,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1408,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1409,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1410,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1411,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1412,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1413,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1414,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1415,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1416,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1417,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1418,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1419,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1420,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1421,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1422,Species2,2019-05-01,Ward 1,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1423,Species1,2018-03-28,Ward 1,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1424,Species1,2018-08-05,Ward 1,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1425,Species1,2019-08-16,Ward 1,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1426,Species1,2018-01-27,Ward 1,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1427,Species1,2019-12-17,Ward 1,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1428,Species1,2020-01-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1429,Species1,2019-11-20,Ward 1,Others,NA,Sp1 ST 18,ResGeneD,NA
